,id,price,region,city,population,percentage_under_30,possible_venues_in_the_city,large_corporations_in_the_city,avg_income_in_the_city,sights_in_the_city,room_type,accommodates,bathrooms_shared,bathrooms_num,bedrooms,beds,public_transport_stops_near_the_apartment,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,amenities_wifi,amenities_kitchen,amenities_essentials,amenities_heating,amenities_washer,amenities_long_term_stays_allowed,amenities_hair_dryer,amenities_hangers,amenities_dedicated_workspace,amenities_hot_water,amenities_iron,amenities_smoke_alarm,amenities_shampoo,amenities_dishes_and_silverware,amenities_cooking_basics,amenities_refrigerator,amenities_bed_linens,amenities_stove,amenities_coffee_maker,amenities_tv,amenities_oven,amenities_free_street_parking,amenities_dishwasher,amenities_elevator,amenities_host_greets_you,amenities_first_aid_kit,amenities_microwave,amenities_extra_pillows_and_blankets,amenities_patio_or_balcony,amenities_private_entrance,amenities_fire_extinguisher,amenities_luggage_dropoff_allowed,amenities_carbon_monoxide_alarm,amenities_lock_on_bedroom_door,amenities_dryer,amenities_cable_tv,amenities_tv_with_standard_cable,amenities_bathtub,amenities_free_parking_on_premises,amenities_shower_gel,amenities_baking_sheet,amenities_room-darkening_shades,amenities_single_level_home,amenities_hot_water_kettle,amenities_freezer,amenities_backyard,amenities_paid_parking_off_premises,amenities_cleaning_products,amenities_dining_table,amenities_wine_glasses
12169,15547373,120,The Crownlands,Duskendale,268461,0.37,1,3,7982,3,Entire home/apt,4,0,1.0,2.0,2.0,3,5.0,5.0,4.91,5.0,4.91,4.8,4.8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
12170,15556410,35,The Crownlands,Kings Landing,127304,0.4,6,2,4462,10,Private room,2,0,1.0,1.0,1.0,4,5.0,4.5,4.5,5.0,5.0,5.0,5.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12172,15559518,70,The Crownlands,Kings Landing,127304,0.4,6,2,4462,10,Entire home/apt,2,0,1.0,2.0,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12173,15565460,50,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Private room,2,1,1.0,1.0,1.0,5,5.0,4.8,4.8,4.8,4.6,4.6,4.4,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12174,15653871,38,The Crownlands,Duskendale,268461,0.37,1,3,7982,3,Private room,2,1,1.0,1.0,2.0,0,4.53,4.58,3.74,4.69,4.76,4.64,4.44,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12176,15753003,29,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Private room,2,1,1.0,1.0,1.0,4,4.0,4.57,3.0,3.86,4.29,4.71,4.29,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12177,15754848,50,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Entire home/apt,2,0,1.0,1.0,1.0,3,5.0,5.0,4.0,4.75,5.0,5.0,5.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12178,15767217,71,The Crownlands,Duskendale,268461,0.37,1,3,7982,3,Private room,2,0,1.0,1.0,1.0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12180,15794200,35,The Crownlands,Kings Landing,127304,0.4,6,2,4462,10,Private room,2,0,1.0,1.0,1.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12181,15825734,40,The Crownlands,Rosby,177676,0.22,2,1,6111,9,Private room,1,1,1.0,1.0,1.0,3,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12182,15839744,77,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Entire home/apt,2,0,1.0,1.0,1.0,5,4.93,4.93,4.87,4.8,4.87,4.8,4.87,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12184,15863074,80,The Crownlands,Rosby,177676,0.22,2,1,6111,9,Entire home/apt,2,0,1.0,1.0,1.0,3,4.78,4.95,4.48,5.0,4.86,4.8,4.75,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12186,15880956,82,The Crownlands,Kings Landing,127304,0.4,6,2,4462,10,Entire home/apt,2,0,1.0,1.0,1.0,3,4.5,4.78,4.33,4.67,4.73,4.77,4.57,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12187,15881342,61,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Private room,2,0,2.0,1.0,1.0,4,4.75,4.75,4.75,4.25,4.25,4.75,4.75,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12188,15884367,70,The Crownlands,Rosby,177676,0.22,2,1,6111,9,Entire home/apt,2,0,1.0,1.0,1.0,5,4.75,5.0,4.5,5.0,4.75,4.5,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12189,15891764,45,The Crownlands,Duskendale,268461,0.37,1,3,7982,3,Entire home/apt,1,0,1.0,1.0,1.0,1,5.0,5.0,5.0,5.0,4.5,5.0,5.0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12190,15940518,28,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Private room,1,0,1.0,1.0,1.0,2,4.56,4.65,4.44,4.5,4.81,4.88,4.64,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12192,15965618,52,The Crownlands,Rosby,177676,0.22,2,1,6111,9,Private room,2,0,1.0,1.0,2.0,3,4.93,4.96,4.93,4.93,4.93,4.8,4.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
12193,15983550,38,The Crownlands,Rosby,177676,0.22,2,1,6111,9,Private room,2,0,1.0,1.0,1.0,4,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12195,16024386,120,The Crownlands,Rosby,177676,0.22,2,1,6111,9,Entire home/apt,4,0,2.0,2.0,2.0,4,5.0,5.0,4.5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12198,16050021,30,The Crownlands,Rosby,177676,0.22,2,1,6111,9,Private room,1,0,1.0,1.0,1.0,0,5.0,5.0,4.67,5.0,5.0,5.0,4.67,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12199,16062719,55,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Private room,2,1,1.0,1.0,1.0,1,5.0,4.92,4.46,4.92,4.92,4.77,4.69,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12205,16109575,59,The Crownlands,Kings Landing,127304,0.4,6,2,4462,10,Private room,2,0,1.0,1.0,1.0,3,5.0,5.0,4.86,5.0,5.0,4.71,4.71,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12206,16119275,49,The Crownlands,Duskendale,268461,0.37,1,3,7982,3,Private room,2,0,1.0,1.0,0.0,4,4.86,4.9,4.92,4.89,4.96,4.75,4.78,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12207,16132638,77,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Private room,2,0,1.0,1.0,1.0,1,4.84,4.65,4.68,4.77,4.97,4.84,4.81,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12209,16145396,80,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Entire home/apt,4,0,1.0,1.0,2.0,1,4.82,4.82,4.55,5.0,4.91,4.82,4.91,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12210,16153317,50,The Crownlands,Duskendale,268461,0.37,1,3,7982,3,Entire home/apt,2,0,1.0,1.0,1.0,3,4.74,4.94,4.8,4.96,4.94,4.85,4.67,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12211,16156408,21,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Private room,1,1,1.0,1.0,1.0,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12212,16158138,59,The Crownlands,Duskendale,268461,0.37,1,3,7982,3,Private room,2,1,1.0,1.0,1.0,4,4.97,5.0,5.0,5.0,4.94,4.89,4.95,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12214,16160121,80,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Entire home/apt,4,0,1.0,2.0,2.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12218,16237052,62,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Entire home/apt,4,0,1.0,1.0,2.0,5,4.73,4.86,4.56,4.95,4.95,4.74,4.68,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
12219,16238572,15,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Private room,1,0,1.0,1.0,1.0,2,5.0,4.0,4.0,5.0,4.0,4.0,4.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12220,16270935,70,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Entire home/apt,4,0,1.0,1.0,1.0,5,5.0,5.0,4.67,5.0,5.0,5.0,4.67,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12221,16277525,51,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Private room,2,0,1.0,1.0,1.0,1,4.83,5.0,4.95,4.95,5.0,4.91,4.82,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12222,16282694,60,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Entire home/apt,2,0,1.0,1.0,2.0,3,3.0,4.0,3.0,3.0,4.0,3.0,2.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12223,16283253,115,The Crownlands,Duskendale,268461,0.37,1,3,7982,3,Entire home/apt,4,0,1.0,1.0,1.0,5,4.86,4.93,4.79,4.87,4.85,4.74,4.67,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12227,16311498,70,The Crownlands,Kings Landing,127304,0.4,6,2,4462,10,Entire home/apt,4,0,1.0,2.0,2.0,4,4.56,4.67,4.44,4.22,4.22,4.56,4.33,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12228,16329953,40,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Private room,2,1,1.0,1.0,1.0,0,4.69,4.77,4.69,5.0,5.0,4.92,4.77,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12231,16342324,81,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Entire home/apt,4,0,1.0,3.0,2.0,1,4.62,4.46,4.85,4.92,4.85,4.85,4.23,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12233,16350753,30,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Private room,2,1,1.0,1.0,1.0,3,5.0,5.0,4.5,5.0,5.0,5.0,5.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12234,16364861,45,The Crownlands,Rosby,177676,0.22,2,1,6111,9,Private room,2,1,1.5,1.0,1.0,3,4.33,4.67,4.67,4.0,4.33,4.33,4.33,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12235,16377646,25,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Entire home/apt,2,0,1.0,1.0,1.0,3,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12238,16393967,25,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Private room,2,1,2.0,1.0,1.0,1,4.56,4.73,4.06,4.72,4.74,4.8,4.67,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12239,16400708,38,The Crownlands,Duskendale,268461,0.37,1,3,7982,3,Private room,2,1,1.0,1.0,1.0,1,4.38,4.52,3.85,4.59,4.78,4.85,4.44,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12240,16405504,150,The Crownlands,Kings Landing,127304,0.4,6,2,4462,10,Entire home/apt,6,0,1.0,3.0,4.0,3,4.86,4.76,4.57,4.95,5.0,5.0,4.62,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12243,16436062,35,The Crownlands,Duskendale,268461,0.37,1,3,7982,3,Private room,2,0,1.0,1.0,1.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12245,16438764,80,The Crownlands,Duskendale,268461,0.37,1,3,7982,3,Entire home/apt,2,0,1.0,1.0,0.0,5,4.69,4.63,4.94,4.88,4.81,4.94,4.63,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12246,16452817,60,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Private room,2,1,1.0,1.0,1.0,2,4.29,4.71,3.57,4.71,4.43,4.86,4.43,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12247,16459865,100,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Private room,4,0,1.0,2.0,2.0,0,4.67,5.0,4.67,5.0,5.0,5.0,5.0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12249,16531917,35,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Private room,3,1,1.0,1.0,2.0,1,5.0,5.0,5.0,5.0,4.67,5.0,4.83,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12250,16543844,99,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Entire home/apt,4,0,1.0,1.0,0.0,5,4.89,4.95,4.9,4.96,4.92,4.87,4.81,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
12253,16594716,17,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Private room,1,1,2.0,1.0,1.0,4,4.0,4.67,4.33,5.0,5.0,4.0,4.33,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12254,16610187,98,The Crownlands,Kings Landing,127304,0.4,6,2,4462,10,Entire home/apt,4,0,1.0,1.0,3.0,5,4.85,4.94,4.84,4.98,4.95,4.92,4.75,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12255,16616403,50,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Private room,2,1,1.0,1.0,1.0,0,4.97,4.97,4.97,4.95,4.98,4.95,4.89,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12256,16630942,52,The Crownlands,Rosby,177676,0.22,2,1,6111,9,Entire home/apt,7,0,1.0,2.0,3.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12259,16653561,48,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Entire home/apt,2,0,1.0,1.0,1.0,5,4.83,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12260,16669441,36,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Private room,2,1,1.0,1.0,1.0,5,4.67,5.0,4.67,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12264,16695157,94,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Entire home/apt,4,0,1.0,1.0,2.0,5,4.72,4.88,4.78,4.8,4.78,4.88,4.66,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1
12265,16696167,64,The Crownlands,Kings Landing,127304,0.4,6,2,4462,10,Entire home/apt,4,0,1.0,2.0,2.0,3,4.54,4.85,4.68,4.71,4.59,4.88,4.72,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12266,16699233,35,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Private room,4,0,1.0,2.0,2.0,0,4.5,5.0,5.0,5.0,5.0,5.0,4.5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12268,16714590,160,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Entire home/apt,5,0,1.0,3.0,3.0,0,5.0,5.0,4.91,5.0,5.0,4.91,4.91,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12270,16736758,25,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Private room,1,1,1.0,1.0,1.0,3,4.91,4.97,4.94,4.98,4.95,4.81,4.91,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12271,16760803,48,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Entire home/apt,2,0,1.0,1.0,1.0,4,4.82,4.88,4.94,4.94,4.82,4.94,4.69,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12272,16761491,100,The Crownlands,Dragonstone,17398,0.28,8,1,6707,11,Entire home/apt,4,0,1.0,2.0,2.0,4,5.0,4.8,5.0,4.8,4.8,4.8,5.0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12277,16821096,138,The Crownlands,Sharp Point,282591,0.41,0,1,5144,4,Entire home/apt,2,0,1.5,1.0,2.0,3,4.89,4.92,4.96,4.9,4.8,4.71,4.67,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12278,16821725,98,The Crownlands,Kings Landing,127304,0.4,6,2,4462,10,Entire home/apt,4,0,1.0,1.0,3.0,4,4.83,4.87,4.83,4.95,4.94,4.83,4.69,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12279,16833423,50,The Crownlands,Rosby,177676,0.22,2,1,6111,9,Private room,2,0,1.0,1.0,1.0,3,3.0,1.0,5.0,5.0,3.0,5.0,4.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12280,16836582,27,The Crownlands,Rosby,177676,0.22,2,1,6111,9,Private room,2,1,1.0,1.0,1.0,4,4.0,5.0,3.0,5.0,5.0,5.0,5.0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12281,16841623,80,The Crownlands,Kings Landing,127304,0.4,6,2,4462,10,Private room,2,1,1.0,1.0,1.0,0,4.75,5.0,4.5,4.5,5.0,4.5,4.25,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
